Code;Name;Type
35.10.23.2004;Dasri;6
35.10.23.2005;Karangmulyo;6
35.10.23.2006;Tegalrejo;6
35.10.24;Licin;4
35.10.24.2001;Gumuk;6
35.10.24.2002;Jelun;6
35.10.24.2003;Licin;6
35.10.24.2004;Banjar;6
35.10.24.2005;Segobang;6
35.10.24.2006;Pakel;6
35.10.24.2007;Kluncing;6
35.10.24.2008;Tamansari;6
35.10.25;Blimbingsari;4
35.10.25.2001;Blimbingsari;6
35.10.25.2002;Kaotan;6
35.10.25.2003;Watukebo;6
35.10.25.2004;Gintangan;6
35.10.25.2005;Bomo;6
35.10.25.2006;Patoman;6
35.10.25.2007;Kaligung;6
35.10.25.2008;Karangrejo;6
35.10.25.2009;Badean;6
35.10.25.2010;Sukojati;6
35.11;Kabupaten Bondowoso;2
35.11.01;Maesan;4
35.11.01.2001;Sucolor;6
35.11.01.2002;Pujer Baru;6
35.11.01.2003;Tanahwulan;6
35.11.01.2004;Maesan;6
35.11.01.2005;Gambangan;6
35.11.01.2006;Suger Lor;6
35.11.01.2007;Sumber Pakem;6
35.11.01.2008;Sumbersari;6
35.11.01.2009;Sumber Anyar;6
35.11.01.2010;Penanggungan;6
35.11.01.2011;Pakuniran;6
35.11.01.2012;Gunungsari;6
35.11.02;Tamanan;4
35.11.02.2001;Sukosari;6
35.11.02.2002;Karang Melok;6
35.11.02.2003;Mengen;6
35.11.02.2004;Kemirian;6
35.11.02.2005;Tamanan;6
35.11.02.2006;Wonosuko;6
35.11.02.2007;Kalianyar;6
35.11.02.2012;Sumber Kemuning;6
35.11.02.2014;Sumber Anom;6
35.11.03;Tlogosari;4
35.11.03.2001;Kembang;6
35.11.03.2002;Gunosari;6
35.11.03.2003;Trotosari;6
35.11.03.2004;Jebung Kidul;6
35.11.03.2005;Sulek;6
35.11.03.2006;Tlogosari;6
35.11.03.2007;Pakisan;6
35.11.03.2008;Patemon;6
35.11.03.2009;Jebung Lor;6
35.11.03.2010;Brambang Darussalam;6
35.11.04;Sukosari;4
35.11.04.2001;Sukosari Lor;6
35.11.04.2002;Nogosari;6
35.11.04.2003;Pecalongan;6
35.11.04.2004;Kerang;6
35.11.05;Pujer;4
35.11.05.2001;Alas Sumur;6
35.11.05.2002;Kejayan;6
35.11.05.2003;Mangli;6
35.11.05.2004;Maskuning Kulon;6
35.11.05.2005;Maskuning Wetan;6
35.11.05.2006;Mengok;6
35.11.05.2007;Padasan;6
35.11.05.2009;Randu Cangkring;6
35.11.05.2010;Suko Kerto;6
35.11.05.2011;Sukowono;6
35.11.05.2012;Sukodono;6
35.11.06;Grujugan;4
35.11.06.2002;Tegal Mijin;6
35.11.06.2003;Pekauman;6
35.11.06.2004;Sumber Pandan;6
35.11.06.2005;Wanisodo;6
35.11.06.2006;Kabuaran;6
35.11.06.2007;Wonosari;6
35.11.06.2008;Dadapan;6
35.11.06.2009;Dawuhan;6
35.11.06.2010;Taman;6
35.11.06.2011;Grujugan Kidul;6
35.11.06.2013;Kejawan;6
35.11.07;Curahdami;4
35.11.07.1009;Curahdami;5
35.11.07.2001;Jetis;6
35.11.07.2002;Pakuwesi;6
35.11.07.2003;Kupang;6
35.11.07.2004;Petung;6
35.11.07.2005;Panambangan;6
35.11.07.2006;Curahpoh;6
35.11.07.2007;Poncogati;6
35.11.07.2008;Sumber Suko;6
35.11.07.2010;Selolembu;6
35.11.07.2011;Locare;6
35.11.07.2012;Sumber Salak;6
35.11.08;Tenggarang;4
35.11.08.1011;Tenggarang;5
35.11.08.2001;Kesemek;6
35.11.08.2002;Lojajar;6
35.11.08.2003;Pekalangan;6
35.11.08.2004;Kajar;6
35.11.08.2005;Sumber Salam;6
35.11.08.2006;Koncer Kidul;6
35.11.08.2007;Bataan;6
35.11.08.2008;Gebang;6
35.11.08.2009;Dawuhan;6
35.11.08.2010;Tangsil Kulon;6
35.11.08.2012;Koncer Darul Aman;6
35.11.09;Wonosari;4
35.11.09.2001;Lombok Kulon;6
35.11.09.2002;Lombok Wetan;6
35.11.09.2003;Tumpeng;6
35.11.09.2004;Jumpong;6
35.11.09.2005;Tangsil Wetan;6
35.11.09.2006;Pasarejo;6
35.11.09.2007;Bendoarum;6
35.11.09.2008;Kapuran;6
35.11.09.2009;Sumberkalong;6
35.11.09.2010;Traktakan;6
35.11.09.2011;Wonosari;6
35.11.09.2012;Pelalangan;6
35.11.10;Tapen;4
35.11.10.2001;Wonokusumo;6
35.11.10.2002;Mangli Wetan;6
35.11.10.2003;Taal;6
35.11.10.2004;Mrawan;6
35.11.10.2005;Gunung Anyar;6
35.11.10.2006;Jurang Sapi;6
35.11.10.2007;Cindogo;6
35.11.10.2008;Kalitapen;6
35.11.10.2009;Tapen;6
35.11.11;Bondowoso;4
35.11.11.1004;Nangkaan;5
35.11.11.1005;Tamansari;5
35.11.11.1006;Kademangan;5
35.11.11.1007;Dabasah;5
35.11.11.1008;Badean;5
35.11.11.1009;Kotakulon;5
35.11.11.1010;Blindungan;5
35.11.11.2001;Pancoran;6
35.11.11.2002;Sukowiryo;6
35.11.11.2003;Kembang;6
35.11.11.2011;Pejaten;6
35.11.12;Wringin;4
35.11.12.2001;Ambulu;6
35.11.12.2002;Bukor;6
35.11.12.2003;Sumbermalang;6
35.11.12.2004;Jambewungu;6
35.11.12.2005;Gubrih;6
35.11.12.2006;Ampelan;6
35.11.12.2007;Jatitamban;6
35.11.12.2008;Banyuwulu;6
35.11.12.2009;Jatisari;6
35.11.12.2010;Glingseran;6
35.11.12.2011;Banyuputih;6
35.11.12.2012;Wringin;6
35.11.12.2013;Sumbercanting;6
35.11.13;Tegalampel;4
35.11.13.1005;Sekarputih;5
35.11.13.2001;Klabang;6
35.11.13.2002;Mandiro;6
35.11.13.2003;Tanggulangin;6
35.11.13.2004;Karanganyar;6
35.11.13.2006;Tegalampel;6
35.11.13.2014;Klabang Agung;6
35.11.13.2015;Purnama;6
35.11.14;Klabang;4
35.11.14.2005;Karang Anyar;6
35.11.14.2006;Blimbing;6
35.11.14.2007;Karang Sengon;6
35.11.14.2008;Wonokerto;6
35.11.14.2009;Klabang;6
35.11.14.2010;Klampokan;6
35.11.14.2011;Sumber Suko;6
35.11.14.2012;Besuk;6
35.11.14.2013;Pandak;6
35.11.14.2014;Leprak;6
35.11.14.2015;Wonoboyo;6
35.11.15;Cermee;4
35.11.15.2001;Solor;6
35.11.15.2002;Kladi;6
35.11.15.2003;Bercak;6
35.11.15.2004;Suling Wetan;6
35.11.15.2005;Suling Kulon;6
35.11.15.2006;Cermee;6
35.11.15.2007;Ramban Wetan;6
35.11.15.2008;Grujugan;6
35.11.15.2009;Ramban Kulon;6
35.11.15.2010;Bajuran;6
35.11.15.2011;Jirek Mas;6
35.11.15.2012;Batu Salang;6
35.11.15.2013;Palalangan;6
35.11.15.2014;Batu Ampar;6
35.11.15.2015;Bercak Asri;6
35.11.16;Prajekan;4
35.11.16.2001;Bandilan;6
35.11.16.2002;Sempol;6
35.11.16.2003;Tarum;6
35.11.16.2005;Prajekan Lor;6
35.11.16.2006;Prajekan Kidul;6
35.11.16.2007;Cangkring;6
35.11.16.2008;Walidono;6
35.11.17;Pakem;4
35.11.17.2001;Andungsari;6
35.11.17.2002;Ardisaeng;6
35.11.17.2003;Kupang;6
35.11.17.2004;Gadingsari;6
35.11.17.2005;Pakem;6
35.11.17.2006;Sumberdumpyong;6
35.11.17.2007;Patemon;6
35.11.17.2008;Petung;6
35.11.18;Sumberwringin;4
35.11.18.2001;Sukorejo;6
35.11.18.2002;Sumber Gading;6
35.11.18.2003;Sukosari Kidul;6
35.11.18.2004;Tegaljati;6
35.11.18.2005;Rejo Agung;6
35.11.18.2006;Sumberwringin;6
35.11.19;Sempol;4
35.11.19.2001;Sempol;6
35.11.19.2002;Kalianyar;6
35.11.19.2003;Jampit;6
35.11.19.2004;Kalisat;6
35.11.19.2005;Kali Gedang;6
35.11.19.2006;Sumber Rejo;6
35.11.20;Binakal;4
35.11.20.2001;Gadingsari;6
35.11.20.2002;Sumber Waru;6
35.11.20.2003;Kembangan;6
35.11.20.2004;Baratan;6
35.11.20.2005;Binakal;6
35.11.20.2006;Jeruksoksok;6
35.11.20.2007;Sumber Tengah;6
35.11.20.2008;Bendelan;6
35.11.21;Taman Krocok;4
35.11.21.2001;Taman;6
35.11.21.2002;Gentong;6
35.11.21.2003;Kemuningan;6
35.11.21.2004;Trebungan;6
35.11.21.2005;Sumberkokap;6
35.11.21.2006;Paguan;6
35.11.21.2007;Kretek;6
35.11.22;Botolinggo;4
35.11.22.2001;Lumutan;6
35.11.22.2002;Botolinggo;6
35.11.22.2003;Lanas;6
35.11.22.2004;Penang;6
35.11.22.2005;Gayam;6
35.11.22.2006;Klekehan;6
35.11.22.2007;Sumber Canting;6
35.11.22.2008;Gayam Lor;6
35.11.23;Jambesari Darus Sholah;4
35.11.23.2001;Jambesari;6
35.11.23.2002;Jambeanom;6
35.11.23.2003;Pucanganom;6
35.11.23.2004;Sumberjeruk;6
35.11.23.2005;Tegalpasir;6
35.11.23.2006;Pengarang;6
35.11.23.2007;Grujugan Lor;6
35.11.23.2008;Pejagan;6
35.11.23.2009;Sumber Anyar;6
35.12;Kabupaten Situbondo;2
35.12.01;Jatibanteng;4
35.12.01.2001;Pategalan;6
35.12.01.2002;Semambung;6
35.12.01.2003;Sumberanyar;6
35.12.01.2004;Jatibanteng;6
35.12.01.2005;Curahsuri;6
35.12.01.2006;Wringinanom;6
35.12.01.2007;Kembangsari;6
35.12.01.2008;Patemon;6
35.12.02;Besuki;4
35.12.02.2001;Widoropayung;6
35.12.02.2002;Sumberejo;6
35.12.02.2003;Jetis;6
35.12.02.2004;Blimbing;6
35.12.02.2005;Langkap;6
35.12.02.2006;Bloro;6
35.12.02.2007;Pesisir;6
35.12.02.2008;Kalimas;6
35.12.02.2009;Besuki;6
35.12.02.2010;Demung;6
35.12.03;Suboh;4
35.12.03.2001;Cemara;6
35.12.03.2002;Mojodungkol;6
35.12.03.2003;Gunung Malang;6
35.12.03.2004;Gunung Putri;6
35.12.03.2005;Suboh;6
35.12.03.2006;Dawuan;6
35.12.03.2007;Buduan;6
35.12.03.2008;Ketah;6
35.12.04;Mlandingan;4
35.12.04.2001;Alas Bayur;6
35.12.04.2002;Sumberanyar;6
35.12.04.2003;Campoan;6
35.12.04.2004;Trebungan;6
35.12.04.2005;Sumber Pinang;6
35.12.04.2006;Selomukti;6
35.12.04.2007;Mlandingan Kulon;6
35.12.05;Kendit;4
35.12.05.2001;Bugeman;6
35.12.05.2002;Kendit;6
35.12.05.2003;Balung;6
35.12.05.2004;Tambak Ukir;6
35.12.05.2005;Rajekwesi;6
35.12.05.2006;Kukusan;6
35.12.05.2007;Klatakan;6
35.12.06;Panarukan;4
35.12.06.2001;Paowan;6
35.12.06.2002;Sumberkolak;6
35.12.06.2003;Wringinanom;6
35.12.06.2004;Kilensari;6
35.12.06.2005;Peleyan;6
35.12.06.2006;Alasmalang;6
35.12.06.2007;Duwet;6
35.12.06.2008;Gelung;6
35.12.07;Situbondo;4
35.12.07.1002;Patokan;5
35.12.07.1003;Dawuhan;5
35.12.07.2001;Kalibagor;6
35.12.07.2004;Kotakan;6
35.12.07.2005;Talkandang;6
35.12.07.2006;Olean;6
35.12.08;Panji;4
35.12.08.1002;Ardirejo;5
35.12.08.1007;Mimbaan;5
35.12.08.2001;Sliwung;6
35.12.08.2003;Battal;6
35.12.08.2004;Klampokan;6
35.12.08.2005;Juglangan;6
35.12.08.2006;Panji Kidul;6
35.12.08.2008;Panji Lor;6
35.12.08.2009;Tokelan;6
35.12.08.2010;Curah Jeru;6
35.12.08.2011;Tenggir;6
35.12.08.2012;Kayu Putih;6
35.12.09;Mangaran;4
35.12.09.2001;Tanjung Glugur;6
35.12.09.2002;Mangaran;6
35.12.09.2003;Tanjung Kamal;6
35.12.09.2004;Semiring;6
35.12.09.2005;Tanjung Pecinan;6
35.12.09.2006;Trebungan;6
35.12.10;Kapongan;4
35.12.10.2001;Kandang;6
35.12.10.2002;Curah Cottok;6
35.12.10.2003;Peleyan;6
35.12.10.2004;Wonokoyo;6
35.12.10.2005;Seletreng;6
35.12.10.2006;Landangan;6
35.12.10.2007;Kapongan;6
35.12.10.2008;Kesambirampak;6
35.12.10.2009;Gebangan;6
35.12.10.2010;Pokaan;6
35.12.11;Arjasa;4
35.12.11.2001;Kayumas;6
35.12.11.2002;Bayeman;6
35.12.11.2003;Ketowan;6
35.12.11.2004;Kedungdowo;6
35.12.11.2005;Jatisari;6
35.12.11.2006;Curah Tatal;6
35.12.11.2007;Arjasa;6
35.12.11.2008;Lamongan;6
35.12.12;Jangkar;4
35.12.12.2001;Sopet;6
35.12.12.2002;Curah Kalak;6
35.12.12.2003;Palangan;6
35.12.12.2004;Jangkar;6
35.12.12.2005;Gadingan;6
35.12.12.2006;Kumbangsari;6
35.12.12.2007;Pesanggrahan;6
35.12.12.2008;Agel;6
35.12.13;Asembagus;4
35.12.13.2001;Kedunglo;6
35.12.13.2002;Bantal;6
35.12.13.2003;Awar-awar;6
35.12.13.2004;Perante;6
35.12.13.2005;Trigonco;6
35.12.13.2006;Kertosari;6
35.12.13.2007;Mojosari;6
35.12.13.2008;Asembagus;6
35.12.13.2009;Gudang;6
35.12.13.2010;Wringin Anom;6
35.12.14;Banyuputih;4
35.12.14.2001;Wonorejo;6
35.12.14.2002;Sumberanyar;6
35.12.14.2003;Sumberejo;6
35.12.14.2004;Banyuputih;6
35.12.14.2005;Sumberwaru;6
35.12.15;Sumbermalang;4
35.12.15.2001;Tamankursi;6
35.12.15.2002;Sumberargo;6
35.12.15.2003;Tamansari;6
35.12.15.2004;Kalirejo;6
35.12.15.2005;Baderan;6
35.12.15.2006;Alastengah;6
35.12.15.2007;Taman;6
35.12.15.2008;Tlogosari;6
35.12.15.2009;Plalangan;6
35.12.16;Banyuglugur;4
35.12.16.2001;Lubawang;6
35.12.16.2002;Kalisari;6
35.12.16.2003;Tepos;6
35.12.16.2004;Selobanteng;6
35.12.16.2005;Banyuglugur;6
35.12.16.2006;Telempong;6
35.12.16.2007;Kalianget;6
35.12.17;Bungatan;4
35.12.17.2001;Patemon;6
35.12.17.2002;Sumbertengah;6
35.12.17.2003;Selowogo;6
35.12.17.2004;Mlandingan Wetan;6
35.12.17.2005;Bungatan;6
35.12.17.2006;Bletok;6
35.12.17.2007;Pasir Putih;6
35.13;Kabupaten Probolinggo;2
35.13.01;Sukapura;4
35.13.01.2001;Ngadisari;6
35.13.01.2002;Wonotoro;6
35.13.01.2003;Jetak;6
35.13.01.2004;Ngadas;6
35.13.01.2005;Ngadirejo;6
35.13.01.2006;Sariwani;6
35.13.01.2007;Wonokerto;6
35.13.01.2008;Sapikerep;6
35.13.01.2009;Sukapura;6
35.13.01.2010;Pakel;6
35.13.01.2011;Kedasih;6
35.13.01.2012;Ngepung;6
35.13.02;Sumber;4
35.13.02.2001;Ledokombo;6
35.13.02.2002;Pandansari;6
35.13.02.2003;Sumber;6
35.13.02.2004;Wonokerso;6
35.13.02.2005;Gemito;6
35.13.02.2006;Tukul;6
35.13.02.2007;Sumberanom;6
35.13.02.2008;Cepoko;6
35.13.02.2009;Remba'an;6
35.13.03;Kuripan;4
35.13.03.2001;Wonoasri;6
35.13.03.2002;Jatisari;6
35.13.03.2003;Kedawung;6
35.13.03.2004;Karangrejo;6
35.13.03.2005;Resongo;6
35.13.03.2006;Menyono;6
35.13.03.2007;Wringinanom;6
35.13.04;Bantaran;4
35.13.04.2001;Gunungtugel;6
35.13.04.2002;Kedungrejo;6
35.13.04.2003;Patokan;6
35.13.04.2004;Bantaran;6
35.13.04.2005;Legundi;6
35.13.04.2006;Tempuran;6
35.13.04.2007;Kropak;6
35.13.04.2008;Besuk;6
35.13.04.2009;Kramatagung;6
35.13.04.2010;Karanganyar;6
35.13.05;Leces;4
35.13.05.2001;Malasankulon;6
35.13.05.2002;Tigasan Wetan;6
35.13.05.2003;Tigasan Kulon;6
35.13.05.2004;Pondok Wuluh;6
35.13.05.2005;Leces;6
35.13.05.2006;Sumberkedawung;6
35.13.05.2007;Kerpangan;6
35.13.05.2008;Clarak;6
35.13.05.2009;Jorongan;6
35.13.05.2010;Warujinggo;6
35.13.06;Banyuanyar;4
35.13.06.2001;Sentulan;6
35.13.06.2002;Gadingkulon;6
35.13.06.2003;Klenangkidul;6
35.13.06.2004;Klenanglor;6
35.13.06.2005;Alassapi;6
35.13.06.2006;Pendil;6
35.13.06.2007;Tarokan;6
35.13.06.2008;Liprak Wetan;6
35.13.06.2009;Liprak Kidul;6
35.13.06.2010;Liprak Kulon;6
35.13.06.2011;Banyuanyar Tengah;6
35.13.06.2012;Banyuanyar Kidul;6
35.13.06.2013;Gununggeni;6
35.13.06.2014;Blado Wetan;6
35.13.07;Tiris;4
35.13.07.2001;Andungbiru;6
35.13.07.2002;Tlogoargo;6
35.13.07.2003;Andungsari;6
35.13.07.2004;Tlogosari;6
35.13.07.2005;Ranugedang;6
35.13.07.2006;Tiris;6
35.13.07.2007;Segaran;6
35.13.07.2008;Ranuagung;6
35.13.07.2009;Jangkang;6
35.13.07.2010;Wedusan;6
35.13.07.2011;Racek;6
35.13.07.2012;Pesawahan;6
35.13.07.2013;Pedagangan;6
35.13.07.2014;Rejing;6
35.13.07.2015;Tegalwatu;6
35.13.07.2016;Tuluparari;6
35.13.08;Krucil;4
35.13.08.2001;Sumberduren;6
35.13.08.2002;Roto;6
35.13.08.2003;Kertosuko;6
35.13.08.2004;Tambelang;6
35.13.08.2005;Betek;6
35.13.08.2006;Krucil;6
35.13.08.2007;Guyangan;6
35.13.08.2008;Watupanjang;6
35.13.08.2009;Bermi;6
35.13.08.2010;Kalianan;6
35.13.08.2011;Plaosan;6
35.13.08.2012;Pandanaras;6
35.13.08.2013;Seneng;6
35.13.08.2014;Krobungan;6
35.13.09;Gading;4
35.13.09.2001;Batur;6
35.13.09.2002;Betek Taman;6
35.13.09.2003;Sentul;6
35.13.09.2004;Dandang;6
35.13.09.2005;Kertosono;6
35.13.09.2006;Prasi;6
35.13.09.2007;Duren;6
35.13.09.2008;Renteng;6
35.13.09.2009;Bulupadak;6
35.13.09.2010;Keben;6
35.13.09.2011;Gadingwetan;6
35.13.09.2012;Wangkal;6
35.13.09.2013;Nogosaren;6
35.13.09.2014;Mojolegi;6
35.13.09.2015;Sumbersecang;6
35.13.09.2016;Condong;6
35.13.09.2017;Jurangjero;6
35.13.09.2018;Kaliancar;6
35.13.09.2019;Ranuwurung;6
35.13.10;Pakuniran;4
35.13.10.2001;Ranon;6
35.13.10.2002;Kedungsumur;6
35.13.10.2003;Gunggungan Kidul;6
35.13.10.2004;Gunggungan Lor;6
35.13.10.2005;Petemon Kulon;6
35.13.10.2006;Pakuniran;6
35.13.10.2007;Alaspandan;6
35.13.10.2008;Sumberkembar;6
35.13.10.2009;Sogaan;6
35.13.10.2010;Glagah;6
35.13.10.2011;Bucor Kulon;6
35.13.10.2012;Bucor Wetan;6
35.13.10.2013;Bimo;6
35.13.10.2014;Kertonegoro;6
35.13.10.2015;Gondosuli;6
35.13.10.2016;Kalidandan;6
35.13.10.2017;Blimbing;6
35.13.11;Kotaanyar;4
35.13.11.2001;Sumber Centeng;6
35.13.11.2002;Sambirampak Kidul;6
35.13.11.2003;Sidomulyo;6
35.13.11.2004;Tambakukir;6
35.13.11.2005;Curahtemu;6
35.13.11.2006;Sidorejo;6
35.13.11.2007;Sambirampak Lor;6
35.13.11.2008;Kedungrejoso;6
35.13.11.2009;Talkandang;6
35.13.11.2010;Triwungan;6
35.13.11.2011;Sukorejo;6
35.13.11.2012;Pasembon;6
35.13.11.2013;Kotaanyar;6
35.13.12;Paiton;4
35.13.12.2001;Jabungsisir;6
35.13.12.2002;Jabungcandi;6
35.13.12.2003;Jabung Wetan;6
35.13.12.2004;Kalikajar Kulon;6
35.13.12.2005;Kalikajar Wetan;6
35.13.12.2006;Pandean;6
35.13.12.2007;Alastengah;6
35.13.12.2008;Sidodadi;6
35.13.12.2009;Randumerak;6
35.13.12.2010;Randutatah;6
35.13.12.2011;Karanganyar;6
35.13.12.2012;Plampang;6
35.13.12.2013;Petunjungan;6
35.13.12.2014;Taman;6
35.13.12.2015;Paiton;6
35.13.12.2016;Sukodadi;6
35.13.12.2017;Podokkelor;6
35.13.12.2018;Sumberanyar;6
35.13.12.2019;Sumberejo;6
35.13.12.2020;Bhinor;6
35.13.13;Besuk;4
35.13.13.2001;Bago;6
35.13.13.2002;Kecik;6
35.13.13.2003;Alasnyiur;6
35.13.13.2004;Sindetlami;6
35.13.13.2005;Jambangan;6
35.13.13.2006;Klampokan;6
35.13.13.2007;Matekan;6
35.13.13.2008;Krampilan;6
35.13.13.2009;Besukagung;6
35.13.13.2010;Besukkidul;6
35.13.13.2011;Sumurdalam;6
35.13.13.2012;Sindetanyar;6
35.13.13.2013;Randujalak;6
35.13.13.2014;Alastengah;6
35.13.13.2015;Alaskandang;6
35.13.13.2016;Alassumurlor;6
35.13.13.2017;Sumberan;6
35.13.14;Kraksaan;4
35.13.14.1003;Semampir;5
35.13.14.1005;Sidomukti;5
35.13.14.1007;Kraksaan Wetan;5
35.13.14.1008;Kandangjati Kulon;5
35.13.14.1017;Patokan;5
35.13.14.2001;Kregenan;6
35.13.14.2002;Rondokuning;6
35.13.14.2004;Bulu;6
35.13.14.2006;Rangkang;6
35.13.14.2009;Kandang Jati Wetan;6
35.13.14.2010;Alassumur Kulon;6
35.13.14.2011;Sumberlele;6
35.13.14.2012;Tamansari;6
35.13.14.2013;Asembakor;6
35.13.14.2014;Kebonagung;6
35.13.14.2015;Sidopekso;6
35.13.14.2016;Kalibuntu;6
35.13.14.2018;Asembagus;6
35.13.15;Krejengan;4
35.13.15.2001;Temenggungan;6
35.13.15.2002;Patemon;6
35.13.15.2003;Jatiurip;6
35.13.15.2004;Opo Opo;6
35.13.15.2005;Kamalkuning;6
35.13.15.2006;Tanjungsari;6
35.13.15.2007;Krejengan;6
35.13.15.2008;Sentong;6
35.13.15.2009;Sumberkatimoho;6
35.13.15.2010;Karangren;6
35.13.15.2011;Rawan;6
35.13.15.2012;Seboro;6
35.13.15.2013;Kedungcaluk;6
35.13.15.2014;Widoro;6
35.13.15.2015;Gebangan;6
35.13.15.2016;Duwuhan;6
35.13.15.2017;Soka'an;6
35.13.16;Pajarakan;4
35.13.16.2001;Selogudig Kulon;6
35.13.16.2002;Selogudig Wetan;6
35.13.16.2003;Ketompen;6
35.13.16.2004;Karangbong;6
35.13.16.2005;Karangpranti;6
35.13.16.2006;Gejugan;6
35.13.16.2007;Karanggeger;6
35.13.16.2008;Tanjung;6
35.13.16.2009;Pejarakan Kulon;6
35.13.16.2010;Sukokerto;6
35.13.16.2011;Sukomulyo;6
35.13.16.2012;Penambangan;6
35.13.17;Maron;4
35.13.17.2001;Brabe;6
35.13.17.2002;Gerongan;6
35.13.17.2003;Maron Kidul;6
35.13.17.2004;Sumberdawe;6
35.13.17.2005;Sumberpoh;6
35.13.17.2006;Kedungsari;6
35.13.17.2007;Maron Kulon;6
35.13.17.2008;Maron Wetan;6
35.13.17.2009;Brani Kulon;6
35.13.17.2010;Satreyan;6
35.13.17.2011;Brani Wetan;6
35.13.17.2012;Puspan;6
35.13.17.2013;Wonorejo;6
35.13.17.2014;Brumbungan Kidul;6
35.13.17.2015;Pegalangan Kidul;6
35.13.17.2016;Suko;6
35.13.17.2017;Ganting Kulon;6
35.13.17.2018;Ganting Wetan;6
35.13.18;Gending;4
35.13.18.2001;Brumbungan Lor;6
35.13.18.2002;Jatiadi;6
35.13.18.2003;Klaseman;6
35.13.18.2004;Pesisir;6
35.13.18.2005;Bulang;6
35.13.18.2006;Randupitu;6
35.13.18.2007;Pikatan;6
35.13.18.2008;Sebaung;6
35.13.18.2009;Sumberkerang;6
35.13.18.2010;Banyuanyar Lor;6
35.13.18.2011;Curahsawo;6
35.13.18.2012;Pajurangan;6
35.13.18.2013;Gending;6
35.13.19;Dringu;4
35.13.19.2001;Watuwungkuk;6
35.13.19.2002;Sumbersuko;6
35.13.19.2003;Sumberagung;6
35.13.19.2004;Ngepoh;6
35.13.19.2005;Mrangonlawang;6
35.13.19.2006;Sekarkare;6
35.13.19.2007;Tamansari;6
35.13.19.2008;Tegalrejo;6
35.13.19.2009;Kalirejo;6
35.13.19.2010;Kedungdalem;6
35.13.19.2011;Kalisalam;6
35.13.19.2012;Randuputih;6
35.13.19.2013;Dringu;6
35.13.19.2014;Pabean;6
35.13.20;Tegalsiwalan;4
35.13.20.2001;Malesanwetan;6
35.13.20.2002;Gunungbekel;6
35.13.20.2003;Tegalsono;6
35.13.20.2004;Bulujarankidul;6
35.13.20.2005;Bulujaranlor;6
35.13.20.2006;Paras;6
35.13.20.2007;Tegalsiwalan;6
35.13.20.2008;Banjarsawah;6
35.13.20.2009;Sumberbulu;6
35.13.20.2010;Sumberkledung;6
35.13.20.2011;Bladokulon;6
35.13.20.2012;Tegalmojo;6
35.13.21;Sumberasih;4
35.13.21.2001;Sumberbendo;6
35.13.21.2002;Jangur;6
35.13.21.2003;Muneng;6
35.13.21.2004;Muneng Kidul;6
35.13.21.2005;Pohsangit Leres;6
35.13.21.2006;Laweyan;6
35.13.21.2007;Sumurmati;6
35.13.21.2008;Mentor;6
35.13.21.2009;Ambulu;6
35.13.21.2010;Banjarsari;6
35.13.21.2011;Lemah Kembar;6
35.13.21.2012;Pesisir;6
35.13.21.2013;Gili Ketapang;6
35.13.22;Wonomerto;4
35.13.22.2001;Sumberkare;6
35.13.22.2002;Patalan;6
35.13.22.2003;Jrebeng;6
35.13.22.2004;Wonorejo;6
35.13.22.2005;Tunggak Ceme;6
35.13.22.2006;Pohsangit Tengah;6
35.13.22.2007;Pohsangit Lor;6
35.13.22.2008;Pohsangit Ngisor;6
35.13.22.2009;Sepuhgembol;6
35.13.22.2010;Kareng Kidul;6
35.13.22.2011;Kedungsupit;6
35.13.23;Tongas;4
35.13.23.2001;Sumberrejo;6
35.13.23.2002;Sumendi;6
35.13.23.2003;Bayeman;6
35.13.23.2004;Dungun;6
35.13.23.2005;Curahdringu;6
35.13.23.2006;Wringinanom;6
35.13.23.2007;Sumberkramat;6
35.13.23.2008;Tongas Wetan;6
35.13.23.2009;Pamatan;6
35.13.23.2010;Klampok;6
35.13.23.2011;Tongas Kulon;6
35.13.23.2012;Curahtulis;6
35.13.23.2013;Tambakrejo;6
35.13.23.2014;Tanjungrejo;6
35.13.24;Lumbang;4
35.13.24.2001;Sapih;6
35.13.24.2002;Negororejo;6
35.13.24.2003;Branggah;6
35.13.24.2004;Lambangkuning;6
35.13.24.2005;Wonogoro;6
35.13.24.2006;Palangbesi;6
35.13.24.2007;Boto;6
35.13.24.2008;Lumbang;6
35.13.24.2009;Tandonsentul;6
35.13.24.2010;Purut;6
35.14;Kabupaten Pasuruan;2
35.14.01;Purwodadi;4
35.14.01.2001;Gerbo;6
35.14.01.2002;Dawuhansengon;6
35.14.01.2003;Lebakrejo;6
35.14.01.2004;Cowek;6
35.14.01.2005;Purwodadi;6
35.14.01.2006;Parerejo;6
35.14.01.2007;Gajahrejo;6
35.14.01.2008;Sentul;6
35.14.01.2009;Jatisari;6
35.14.01.2010;Tambaksari;6
35.14.01.2011;Pucangsari;6
35.14.01.2012;Semut;6
35.14.01.2013;Capang;6
35.14.02;Tutur;4
35.14.02.2001;Ngadirejo;6
35.14.02.2002;Blarang;6
35.14.02.2003;Kayukebek;6
35.14.02.2004;Andonosari;6
35.14.02.2005;Wonosari;6
35.14.02.2006;Gendro;6
35.14.02.2007;Tlogosari;6
35.14.02.2008;Tutur;6
35.14.02.2009;Pungging;6
35.14.02.2010;Kalipucang;6
35.14.02.2011;Sumberpitu;6
